55,46,68
50,50,50
0,0,0
87,50,75
0,0,0
53,57,72
68,75,100
6,0,0
61,58,55
18,6,81
87,43,43
87,56,56
48,61,92
81,56,81
65,61,69
50,50,56
62,43,50
75,50,62
63,43,60
50,31,43
75,62,100
20,25,16
50,69,85
75,53,61
77,48,68
61,61,60
56,31,87
100,100,100
50,25,37
50,31,56
28,29,30
56,68,80
87,62,43
66,40,61
31,25,62
75,31,75
16,12,12
66,42,58
75,93,56
66,45,63
74,40,73
64,54,69
87,62,75
42,68,58
100,12,62
50,50,100
37,6,87
87,56,75
75,37,25
62,56,52
64,85,74
0,0,0
43,68,75
87,68,87
37,81,75
0,0,0
43,63,60
87,100,62
68,68,68
75,75,62
18,25,12
68,56,87
68,68,75
93,43,75
100,81,93
37,43,56
56,50,81
93,93,81
75,25,37
50,75,93
87,87,43
72,68,58
83,55,53
58,68,90
78,38,73
45,48,48
48,62,82
6,3,6
87,68,81
93,56,87
69,37,66
87,81,75
75,56,81
0,0,0
26,23,25
0,0,0
52,60,68
87,31,25
68,60,73
62,50,62
48,58,70
57,68,77
75,25,62
66,58,58
41,97,85
81,37,37
50,52,66
60,54,68
81,50,62
75,75,93
41,53,58
0,0,0
68,81,87
60,70,65
56,31,81
88,57,80
68,0,50
18,25,25
81,37,75
63,60,58
18,0,6
81,62,75
37,56,68
68,37,37
62,0,75
0,12,12
87,50,87
93,92,100
93,68,81
25,53,40
37,87,93
75,75,75
0,0,0
50,58,63
0,0,0
49,65,80
68,75,87
0,0,0
75,50,50
0,0,0
12,12,0
87,0,75
